id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing
S781948,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,26,ir107,8/16/2018 21:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130638,781948,Thunderstorm Wind,28.77646482,-85.28887589,31.64782714,-80.76202091,#NAME?,192,192,384000,384000,-77.66290283,30.49356079,0
S782058,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,27,ir107,9/19/2018 22:37,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,130669,782058,Flood,28.88343467,-83.92595421,31.69367828,-79.34660477,#NAME?,192,192,384000,384000,-68.54130554,30.22166252,0
S766360,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,28,ir107,8/18/2018 21:12,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,127769,766360,Thunderstorm Wind,34.7409858,-106.6813545,38.42894471,-102.686626,#NAME?,192,192,384000,384000,-78.35855865,39.06238174,0
S775296,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,29,ir107,9/19/2018 20:35,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129396,775296,Hail,36.79486949,-80.95510569,39.4100675,-75.69519095,#NAME?,192,192,384000,384000,-50.15494919,29.55306625,0
S788921,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,30,ir107,10/9/2018 17:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:80:90:95:100:105:110:115:120,131601,788921,Thunderstorm Wind,34.47327457,-97.56384708,37.82912437,-93.16925499,#NAME?,192,192,384000,384000,-62.60899353,19.43379211,0
S770190,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,31,ir107,7/29/2018 21:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128386,770190,Hail,42.22109226,-105.6826469,45.88023358,-101.197143,#NAME?,192,192,384000,384000,-63.76439285,31.81515312,0
S774496,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,32,ir107,7/30/2018 18:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129247,774496,Flash Flood,39.19172658,-81.58754522,41.82131166,-76.13736252,#NAME?,192,192,384000,384000,-53.92300415,23.69911385,0
S784261,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,33,ir107,9/15/2018 7:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131103,784261,Thunderstorm Wind,45.08848131,-94.87153687,48.31562648,-89.49608861,#NAME?,192,192,384000,384000,-75.14952087,18.59090424,0
S774267,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,34,ir107,9/17/2018 20:58,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,129199,774267,Hail,27.83937044,-92.64747512,31.02423854,-88.42485268,#NAME?,192,192,384000,384000,-64.4588089,32.23545456,0
S799001,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,35,ir107,12/1/2018 22:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,133553,799001,Funnel Cloud,43.12147326,-124.5895603,47.35065867,-121.298291,#NAME?,192,192,384000,384000,-51.39154053,5.060979843,0
S785304,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,36,ir107,9/1/2018 23:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131250,785304,Thunderstorm Wind,33.13436773,-103.8851998,36.72644344,-99.84021331,#NAME?,192,192,384000,384000,-76.01399231,35.50617981,0
S781633,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,37,ir107,8/12/2018 19:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130591,781633,Lightning,28.78674474,-83.87791894,31.59553059,-79.30277474,#NAME?,192,192,384000,384000,-76.33551788,29.83825111,0
S772561,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,38,ir107,7/4/2018 20:18,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,128819,772561,Thunderstorm Wind,42.22474574,-94.26052648,45.4298502,-89.13008602,#NAME?,192,192,384000,384000,-73.92164612,29.29601288,0
S770037,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,39,ir107,8/24/2018 14:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128361,770037,Hail,43.34536107,-95.97387418,46.6223177,-90.83356855,#NAME?,192,192,384000,384000,-60.85421371,18.02125168,0
S791686,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,40,ir107,12/1/2018 4:49,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,132310,791686,Thunderstorm Wind,33.74932852,-96.94073351,37.08250214,-92.56228507,#NAME?,192,192,384000,384000,-67.72814941,15.54547691,0
S767590,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,41,ir107,8/20/2018 2:48,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,127978,767590,Thunderstorm Wind,33.351598,-94.87956362,36.60414858,-90.43841737,#NAME?,192,192,384000,384000,-80.89305878,21.53919411,0
S771957,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,42,ir107,7/3/2018 0:51,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,128708,771957,Thunderstorm Wind,29.2268543,-85.27025798,32.09439606,-80.71599603,#NAME?,192,192,384000,384000,-76.57920074,24.7090168,0.018216434
S787572,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,43,ir107,9/2/2018 20:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131654,787572,Thunderstorm Wind,41.24777049,-92.68712737,44.38649247,-87.5630844,#NAME?,192,192,384000,384000,-72.84400177,24.38920021,0
S779911,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,44,ir107,8/28/2018 0:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130265,779911,Thunderstorm Wind,45.5965242,-91.24510338,48.65907115,-85.60527023,#NAME?,192,192,384000,384000,-74.95353699,19.74043655,0
S785583,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,45,ir107,9/10/2018 7:33,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,131295,785583,Flood,39.35751845,-82.9730213,42.05414477,-77.56655419,#NAME?,192,192,384000,384000,-55.20627213,13.2781105,0
S789514,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,46,ir107,10/29/2018 22:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131963,789514,Tornado,42.60626326,-124.5688346,46.83262896,-121.2917018,#NAME?,192,192,384000,384000,-44.60665512,12.55615711,0
S773138,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,47,ir107,7/10/2018 16:13,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,128937,773138,Hail,41.43444815,-97.400486,44.77310087,-92.50670039,#NAME?,192,192,384000,384000,-71.61402893,30.17589378,0
S778850,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,48,ir107,8/6/2018 20:30,-120:-120:-110:-105:-100:-100:-100:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-25:-25:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129967,778850,Hail,36.90008286,-106.7443819,40.59091784,-102.644045,#NAME?,192,192,384000,384000,-75.52524567,45.43720627,5.76E-05
S774130,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,49,ir107,7/30/2018 1:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129169,774130,Thunderstorm Wind,33.14232614,-102.9608,36.70167514,-98.87487789,#NAME?,192,192,384000,384000,-69.2450943,34.96924973,0
S766543,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,50,ir107,8/20/2018 19:55,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,127828,766543,Thunderstorm Wind,29.12017324,-86.4466495,32.03987494,-81.93922987,#NAME?,192,192,384000,384000,-76.17315674,25.81063461,0
S802216,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,51,ir107,12/24/2018 15:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134012,802216,Heavy Rain,38.28047257,-122.289847,42.43532586,-118.988913,#NAME?,192,192,384000,384000,-60.91733551,3.191272736,0
S757616,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,52,ir107,7/7/2018 1:38,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,126361,757616,Thunderstorm Wind,31.6020475,-94.79422585,34.8569072,-90.45141269,#NAME?,192,192,384000,384000,-78.19391632,23.83902931,0
S798658,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,53,ir107,12/18/2018 21:50,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,133456,798658,Tornado,45.37943397,-124.2987619,49.61284294,-120.9103676,#NAME?,192,192,384000,384000,-45.4656601,8.092184067,0
S772799,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,54,ir107,8/23/2018 22:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128847,772799,Hail,41.90333273,-104.9655095,45.535947,-100.4601992,#NAME?,192,192,384000,384000,-59.01285934,32.4152832,0
S773148,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,55,ir107,7/6/2018 19:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,128597,773148,Thunderstorm Wind,33.61420643,-96.2085336,36.91893614,-91.80710077,#NAME?,192,192,384000,384000,-75.23123169,31.54641533,0
S796456,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,56,ir107,12/1/2018 6:55,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,132889,796456,Thunderstorm Wind,35.25702153,-95.51128015,38.52960951,-90.97801652,#NAME?,192,192,384000,384000,-66.938591,9.777153015,0
S774419,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,57,ir107,7/10/2018 20:55,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129236,774419,Thunderstorm Wind,42.2665488,-74.78650004,44.51702403,-68.7276228,#NAME?,192,192,384000,384000,-60.85135651,35.27201843,0
S754937,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,58,ir107,7/5/2018 20:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,125923,754937,Flash Flood,34.82731482,-107.4181581,38.54011146,-103.4543038,#NAME?,192,192,384000,384000,-72.99131775,40.06760025,0
S776527,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,59,ir107,8/1/2018 3:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129589,776527,Flood,36.72249483,-80.83379985,39.33227151,-75.57528963,#NAME?,192,192,384000,384000,-74.11969757,19.97630119,0
S790513,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,60,ir107,10/11/2018 21:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,132103,790513,Tornado,35.83671274,-80.73872964,38.44830784,-75.55114666,#NAME?,192,192,384000,384000,-75.57345581,17.90686798,0
S774070,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,61,ir107,7/18/2018 2:33,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,129149,774070,Thunderstorm Wind,34.50046377,-115.5715151,38.46641322,-112.0191322,#NAME?,192,192,384000,384000,-79.19078827,35.50806046,0
S783409,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,62,ir107,11/1/2018 19:00,-120:-115:-110:-105:-100:-95:-90:-90:-90:-90:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130951,783409,Flood,38.15129241,-86.59205357,41.02681457,-81.45094804,#NAME?,192,192,384000,384000,-58.29533005,-7.412243366,0
S773300,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,63,ir107,7/5/2018 19:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,128963,773300,Thunderstorm Wind,39.7544399,-90.10292413,42.7831029,-84.98370126,#NAME?,192,192,384000,384000,-77.889534,28.35330009,0
S783140,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,64,ir107,8/25/2018 23:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,130835,783140,Hail,37.88947195,-87.87554046,40.82516592,-82.81265292,#NAME?,192,192,384000,384000,-73.0592041,24.65237427,0
S785499,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,65,ir107,11/7/2018 14:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131293,785499,Flash Flood,30.68135816,-92.44394824,33.84522239,-88.06263238,#NAME?,192,192,384000,384000,-74.52236938,20.43777466,0
S777931,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,66,ir107,8/8/2018 23:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129822,777931,Thunderstorm Wind,32.75485678,-85.60256692,35.61491723,-80.83383608,#NAME?,192,192,384000,384000,-75.09738159,26.77149582,0
S772930,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,67,ir107,8/15/2018 22:34,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,128898,772930,Hail,39.7334523,-103.734771,43.31899275,-99.30892418,#NAME?,192,192,384000,384000,-61.25251389,40.02212143,0
S763943,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,68,ir107,7/2/2018 20:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,127436,763943,Flood,36.41517626,-86.94616605,39.3157338,-81.96209319,#NAME?,192,192,384000,384000,-72.96922302,28.59344482,0
S782580,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,69,ir107,8/8/2018 18:06,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,128098,782580,Thunderstorm Wind,34.97116001,-82.96849293,37.69578006,-77.93689032,#NAME?,192,192,384000,384000,-70.14589691,30.33333969,0
S780379,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,70,ir107,9/16/2018 20:23,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,129284,780379,Flash Flood,33.27108281,-82.31748698,35.97667702,-77.38947779,#NAME?,192,192,384000,384000,-73.84487915,21.83574867,0
S786122,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,71,ir107,9/27/2018 22:13,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,131379,786122,Thunderstorm Wind,32.66852649,-85.31269471,35.51604168,-80.5390059,#NAME?,192,192,384000,384000,-77.51677704,25.43269348,0
S756112,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,72,ir107,7/4/2018 23:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,126131,756112,Thunderstorm Wind,36.36880267,-85.25855386,39.19203438,-80.20809102,#NAME?,192,192,384000,384000,-76.65382385,29.93354225,0
S779391,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,73,ir107,8/18/2018 0:37,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,130149,779391,Thunderstorm Wind,41.5493363,-114.978251,45.51459302,-111.1038359,#NAME?,192,192,384000,384000,-58.42374039,33.36113739,0
S786069,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,74,ir107,8/4/2018 21:38,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,131366,786069,Hail,39.3191718,-105.0771384,42.95318861,-100.7503874,#NAME?,192,192,384000,384000,-62.87536621,46.40210724,0
S773745,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,75,ir107,7/12/2018 5:19,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,129082,773745,Thunderstorm Wind,45.41294765,-97.18179484,48.73964819,-91.91056663,#NAME?,192,192,384000,384000,-79.08999634,20.27606583,0
S784174,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,76,ir107,9/12/2018 19:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,131087,784174,Flash Flood,40.1316593,-75.05927233,42.41705977,-69.24674363,#NAME?,192,192,384000,384000,-62.47644424,19.23703766,0
S776786,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,77,ir107,7/13/2018 4:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,129692,776786,Thunderstorm Wind,30.18403705,-112.5242892,34.05771186,-108.9697264,#NAME?,192,192,384000,384000,-70.2665863,23.79509544,0
S771100,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,78,ir107,8/27/2018 21:54,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,128525,771100,Hail,26.00012854,-84.7904311,28.86916516,-80.4030081,#NAME?,192,192,384000,384000,-78.20450592,28.82959366,0
S772806,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,79,ir107,7/17/2018 16:37,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-32:-22:-17:-12:-7:-2:-2:8:8:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:103:113:118,128839,772806,Flash Flood,41.17324659,-101.3690064,44.67015197,-96.71225601,#NAME?,192,192,384000,384000,-55.92840576,34.27943802,0
S758083,ir107/2018/SEVIR_IR107_STORMEVENTS_2018_0701_1231.h5,80,ir107,7/17/2018 22:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,126469,758083,Thunderstorm Wind,37.19608054,-110.4478976,41.01028503,-106.5239303,#NAME?,192,192,384000,384000,-72.74443817,44.9576149,0
